ProteinA,ProteinB,Label
B4FCE3,ZmalncRNA213,1
B4FNR5,ZmalncRNA213,1
B4FPJ2,ZmalncRNA213,1
B4FSW0,ZmalncRNA213,1
B6SIF0,ZmalncRNA213,1
B6SP74,ZmalncRNA213,1
B6SXV2,ZmalncRNA213,1
B6T6E9,ZmalncRNA213,1
B6TDJ0,ZmalncRNA213,1
B6U471,ZmalncRNA213,1
B8A0M3,ZmalncRNA213,1
B8A134,ZmalncRNA213,1
B8A305,ZmalncRNA213,1
C0PFQ6,ZmalncRNA213,1
C4IYC2,ZmalncRNA213,1
C4J594,ZmalncRNA213,1
B4F8A7,ZmalncRNA81,1
B4FGK8,ZmalncRNA81,1
B6SXV2,ZmalncRNA81,1
B8A0M3,ZmalncRNA81,1
C0P6Q4,ZmalncRNA81,1
C0PFQ6,ZmalncRNA81,1
C0PIH9,ZmalncRNA81,1
C4J3A0,ZmalncRNA81,1
B4F8A7,ZmalncRNA450,1
B4F8L8,ZmalncRNA450,1
B4FB39,ZmalncRNA450,1
B4FBV8,ZmalncRNA450,1
B4FCE3,ZmalncRNA450,1
B4FGK8,ZmalncRNA450,1
B4FHE9,ZmalncRNA450,1
B4FLX0,ZmalncRNA450,1
B4FNR5,ZmalncRNA450,1
B4FPJ2,ZmalncRNA450,1
B4FSW0,ZmalncRNA450,1
B6SIF0,ZmalncRNA450,1
B6SP74,ZmalncRNA450,1
B6SXV2,ZmalncRNA450,1
B6T6E9,ZmalncRNA450,1
B6TDJ0,ZmalncRNA450,1
B6TP60,ZmalncRNA450,1
B6U471,ZmalncRNA450,1
B7ZXJ1,ZmalncRNA450,1
B8A0M3,ZmalncRNA450,1
B8A134,ZmalncRNA450,1
B8A2G7,ZmalncRNA450,1
B8A305,ZmalncRNA450,1
C0P3W2,ZmalncRNA450,1
C0P8S9,ZmalncRNA450,1
C0PFQ6,ZmalncRNA450,1
C0PLI2,ZmalncRNA450,1
C4IYC2,ZmalncRNA450,1
C4J594,ZmalncRNA450,1
Q41834,ZmalncRNA450,1
B4F8A7,ZmalncRNA363,1
C0P6Q4,ZmalncRNA363,1
Q41834,ZmalncRNA363,1
B4FCE3,ZmalncRNA480,1
B4FNR5,ZmalncRNA480,1
B4FPJ2,ZmalncRNA480,1
B6SP74,ZmalncRNA480,1
B6SXV2,ZmalncRNA480,1
B8A0M3,ZmalncRNA480,1
C0PFQ6,ZmalncRNA480,1
C0PIH9,ZmalncRNA480,1
C4IYC2,ZmalncRNA480,1
C4J594,ZmalncRNA480,1
B4F8A7,ZmalncRNA541,1
B4F8L8,ZmalncRNA541,1
B4FB39,ZmalncRNA541,1
B4FBV8,ZmalncRNA541,1
B4FNR5,ZmalncRNA541,1
B4FPJ2,ZmalncRNA541,1
B4FSW0,ZmalncRNA541,1
B6SIF0,ZmalncRNA541,1
B6SXV2,ZmalncRNA541,1
B6T6E9,ZmalncRNA541,1
B6TDJ0,ZmalncRNA541,1
B6TP60,ZmalncRNA541,1
B6U471,ZmalncRNA541,1
B8A0M3,ZmalncRNA541,1
B8A134,ZmalncRNA541,1
B8A2G7,ZmalncRNA541,1
C0PLI2,ZmalncRNA541,1
C4IYC2,ZmalncRNA541,1
C4J594,ZmalncRNA541,1
B4F8A7,ZmalncRNA542,1
B4F8L8,ZmalncRNA542,1
B4FBV8,ZmalncRNA542,1
B4FCE3,ZmalncRNA542,1
B4FGK8,ZmalncRNA542,1
B4FHE9,ZmalncRNA542,1
B4FLX0,ZmalncRNA542,1
B4FNR5,ZmalncRNA542,1
B4FPJ2,ZmalncRNA542,1
B4FSW0,ZmalncRNA542,1
B6SP74,ZmalncRNA542,1
B6SXV2,ZmalncRNA542,1
B6T6H4,ZmalncRNA542,1
B7ZXJ1,ZmalncRNA542,1
B8A0M3,ZmalncRNA542,1
B8A134,ZmalncRNA542,1
B8A2G7,ZmalncRNA542,1
